n,epsilon,dd,hh,Qsc_MACRS,inv_C_start,inv_C_end,invC_sum,FOMS,FOMS_norm_n,FOMS_norm_ne,logQ,logInvC,logFOMS,logFOMS_norm_n,logFOMS_norm_ne
2,1,1.2500000000e-01,1.5625000000e-02,2.8462500000e-09,7.6426578534e+10,4.2850900000e+11,5.0493557853e+11,4.3491835000e-02,2.1745917500e-02,2.1745917500e-02,-1.7091453913e+01,1.1703235973e+01,-1.3615922683e+00,-1.6626222639e+00,-1.6626222639e+00
2,1,1.2500000000e-01,3.1250000000e-02,2.6495300000e-09,1.4415600000e+11,5.0245900000e+11,6.4661500000e+11,4.8262361000e-02,2.4131180500e-02,2.4131180500e-02,-1.7153662317e+01,1.1810645775e+01,-1.3163914362e+00,-1.6174214318e+00,-1.6174214318e+00
2,1,1.2500000000e-01,6.2500000000e-02,2.3438700000e-09,2.6247300000e+11,5.9837700000e+11,8.6085000000e+11,5.0283051000e-02,2.5141525500e-02,2.5141525500e-02,-1.7260132959e+01,1.1934927484e+01,-1.2985783787e+00,-1.5996083744e+00,-1.5996083744e+00
2,1,1.2500000000e-01,1.2500000000e-01,1.9148500000e-09,4.5376100000e+11,7.2709000000e+11,1.1808510000e+12,4.6035383000e-02,2.3017691500e-02,2.3017691500e-02,-1.7435730482e+01,1.2072195102e+01,-1.3369082393e+00,-1.6379382350e+00,-1.6379382350e+00
2,1,1.2500000000e-01,2.5000000000e-01,1.3920800000e-09,7.3207200000e+11,9.0772500000e+11,1.6397970000e+12,3.3786405000e-02,1.6893202500e-02,1.6893202500e-02,-1.7712671612e+01,1.2214790088e+01,-1.4712580163e+00,-1.7722880120e+00,-1.7722880120e+00
2,1,1.2500000000e-01,5.0000000000e-01,8.9005400000e-10,1.0862500000e+12,1.1623600000e+12,2.2486100000e+12,1.8939709000e-02,9.4698545000e-03,9.4698545000e-03,-1.8101167287e+01,1.2351914138e+01,-1.7226266980e+00,-2.0236566937e+00,-2.0236566937e+00
2,1,1.2500000000e-01,1.0000000000e+00,5.1421300000e-10,1.4656100000e+12,1.4830000000e+12,2.9486100000e+12,8.2895140000e-03,4.1447570000e-03,4.1447570000e-03,-1.8577713896e+01,1.2469617334e+01,-2.0814709306e+00,-2.3825009263e+00,-2.3825009263e+00
2,1,2.5000000000e-01,3.9062500000e-03,2.7201000000e-09,2.2462144098e+10,2.9638100000e+11,3.1884314410e+11,2.5082570000e-02,1.2541285000e-02,1.2541285000e-02,-1.7130830259e+01,1.1503577083e+01,-1.6006279671e+00,-1.9016579627e+00,-1.9016579627e+00
2,1,2.5000000000e-01,7.8125000000e-03,2.6528000000e-09,4.3917780412e+10,3.6835300000e+11,4.1227078041e+11,3.0847350000e-02,1.5423675000e-02,1.5423675000e-02,-1.7152590982e+01,1.1615182555e+01,-1.5107821389e+00,-1.8118121346e+00,-1.8118121346e+00
2,1,2.5000000000e-01,1.5625000000e-02,2.5371400000e-09,8.4383861896e+10,4.3919900000e+11,5.2358286190e+11,3.5834369000e-02,1.7917184500e-02,1.7917184500e-02,-1.7191311135e+01,1.1718985423e+01,-1.4457002385e+00,-1.7467302342e+00,-1.7467302342e+00
2,1,2.5000000000e-01,3.1250000000e-02,2.3435000000e-09,1.5839500000e+11,5.1624600000e+11,6.7464100000e+11,3.9393881000e-02,1.9696940500e-02,1.9696940500e-02,-1.7260270084e+01,1.1829072731e+01,-1.4045712313e+00,-1.7056012270e+00,-1.7056012270e+00
2,1,2.5000000000e-01,6.2500000000e-02,2.0439600000e-09,2.8652400000e+11,6.1571200000e+11,9.0223600000e+11,4.0076538000e-02,2.0038269000e-02,2.0038269000e-02,-1.7379055215e+01,1.1955320152e+01,-1.3971098019e+00,-1.6981397976e+00,-1.6981397976e+00
2,1,2.5000000000e-01,1.2500000000e-01,1.6230000000e-09,4.9014200000e+11,7.4978100000e+11,1.2399230000e+12,3.4726434000e-02,1.7363217000e-02,1.7363217000e-02,-1.7579362960e+01,1.2093394716e+01,-1.4593398114e+00,-1.7603698070e+00,-1.7603698070e+00
2,1,2.5000000000e-01,2.5000000000e-01,1.1236100000e-09,7.8165600000e+11,9.4161100000e+11,1.7232670000e+12,2.3131930000e-02,1.1565965000e-02,1.1565965000e-02,-1.7898768809e+01,1.2236352571e+01,-1.6357881306e+00,-1.9368181263e+00,-1.9368181263e+00
2,1,2.5000000000e-01,5.0000000000e-01,6.5344100000e-10,1.1442400000e+12,1.2080200000e+12,2.3522600000e+12,1.0678856000e-02,5.3394280000e-03,5.3394280000e-03,-1.8369587239e+01,1.2371485323e+01,-1.9714752697e+00,-2.2725052654e+00,-2.2725052654e+00
2,1,2.5000000000e-01,1.0000000000e+00,3.1270300000e-10,1.5202600000e+12,1.5335200000e+12,3.0537800000e+12,3.1748820000e-03,1.5874410000e-03,1.5874410000e-03,-1.9009735904e+01,1.2484837746e+01,-2.4982724114e+00,-2.7993024070e+00,-2.7993024070e+00
2,1,5.0000000000e-01,3.9062500000e-03,2.2530500000e-09,2.6842427101e+10,3.1461300000e+11,3.4145542710e+11,1.8429081000e-02,9.2145405000e-03,9.2145405000e-03,-1.7294458340e+01,1.1533334020e+01,-1.7344963211e+00,-2.0355263168e+00,-2.0355263168e+00
2,1,5.0000000000e-01,7.8125000000e-03,2.1891400000e-09,5.2258586703e+10,3.8633700000e+11,4.3859558670e+11,2.2347900000e-02,1.1173950000e-02,1.1173950000e-02,-1.7319452927e+01,1.1642064257e+01,-1.6507632806e+00,-1.9517932763e+00,-1.9517932763e+00
2,1,5.0000000000e-01,1.5625000000e-02,2.0759100000e-09,9.9939516774e+10,4.5931100000e+11,5.5925051677e+11,2.5624063000e-02,1.2812031500e-02,1.2812031500e-02,-1.7365582958e+01,1.1747606394e+01,-1.5913520066e+00,-1.8923820022e+00,-1.8923820022e+00
2,1,5.0000000000e-01,3.1250000000e-02,1.8879000000e-09,1.8603000000e+11,5.3952200000e+11,7.2555200000e+11,2.7495024000e-02,1.3747512000e-02,1.3747512000e-02,-1.7448042027e+01,1.1860668544e+01,-1.5607458969e+00,-1.8617758926e+00,-1.8617758926e+00
2,1,5.0000000000e-01,6.2500000000e-02,1.6012900000e-09,3.3185600000e+11,6.4620300000e+11,9.7805900000e+11,2.6664389000e-02,1.3332194500e-02,1.3332194500e-02,-1.7591060017e+01,1.1990365054e+01,-1.5740683635e+00,-1.8750983592e+00,-1.8750983592e+00
2,1,5.0000000000e-01,1.2500000000e-01,1.2113100000e-09,5.5822900000e+11,7.9392700000e+11,1.3521560000e+12,2.1094118000e-02,1.0547059000e-02,1.0547059000e-02,-1.7833489395e+01,1.2131026800e+01,-1.6758386289e+00,-1.9768686245e+00,-1.9768686245e+00
2,1,5.0000000000e-01,2.5000000000e-01,7.6593300000e-10,8.7195300000e+11,1.0041200000e+12,1.8760730000e+12,1.1701908000e-02,5.8509540000e-03,5.8509540000e-03,-1.8231618437e+01,1.2273249733e+01,-1.9317433206e+00,-2.2327733163e+00,-2.2327733163e+00
2,1,5.0000000000e-01,5.0000000000e-01,3.7324200000e-10,1.2450700000e+12,1.2903200000e+12,2.5353900000e+12,3.7553610000e-03,1.8776805000e-03,1.8776805000e-03,-1.8856018984e+01,1.2404044773e+01,-2.4253483083e+00,-2.7263783039e+00,-2.7263783039e+00
2,1,5.0000000000e-01,1.0000000000e+00,1.2771100000e-10,1.6116800000e+12,1.6189500000e+12,3.2306300000e+12,5.6022900000e-04,2.8011450000e-04,2.8011450000e-04,-1.9787543389e+01,1.2509287222e+01,-3.2516344139e+00,-3.5526644095e+00,-3.5526644095e+00
2,1,1.0000000000e+00,3.9062500000e-03,1.6728800000e-09,3.5424297409e+10,3.4461800000e+11,3.8004229741e+11,1.1308060000e-02,5.6540300000e-03,5.6540300000e-03,-1.7553070422e+01,1.1579831935e+01,-1.9466118958e+00,-2.2476418915e+00,-2.2476418915e+00
2,1,1.0000000000e+00,7.8125000000e-03,1.6109800000e-09,6.8560722201e+10,4.1632700000e+11,4.8488772220e+11,1.3379681000e-02,6.6898405000e-03,6.6898405000e-03,-1.7585819702e+01,1.1685641188e+01,-1.8735542409e+00,-2.1745842366e+00,-2.1745842366e+00
2,1,1.0000000000e+00,1.5625000000e-02,1.5022600000e-09,1.3002900000e+11,4.9067900000e+11,6.2070800000e+11,1.4893676000e-02,7.4468380000e-03,7.4468380000e-03,-1.7646509793e+01,1.1792887343e+01,-1.8269980981e+00,-2.1280280938e+00,-2.1280280938e+00
2,1,1.0000000000e+00,3.1250000000e-02,1.3280700000e-09,2.3788600000e+11,5.7931400000e+11,8.1720000000e+11,1.5324893000e-02,7.6624465000e-03,7.6624465000e-03,-1.7753558067e+01,1.1912328358e+01,-1.8146025491e+00,-2.1156325448e+00,-2.1156325448e+00
2,1,1.0000000000e+00,6.2500000000e-02,1.0718200000e-09,4.1513600000e+11,7.0184600000e+11,1.1169820000e+12,1.3643183000e-02,6.8215915000e-03,6.8215915000e-03,-1.7939756287e+01,1.2048046175e+01,-1.8650842955e+00,-2.1661142912e+00,-2.1661142912e+00
2,1,1.0000000000e+00,1.2500000000e-01,7.4098200000e-10,6.7855600000e+11,8.7272600000e+11,1.5512820000e+12,9.0559160000e-03,4.5279580000e-03,4.5279580000e-03,-1.8260384684e+01,1.2190690753e+01,-2.0430676145e+00,-2.3440976102e+00,-2.3440976102e+00
2,1,1.0000000000e+00,2.5000000000e-01,3.9520700000e-10,1.0226100000e+12,1.1138100000e+12,2.1364200000e+12,3.5478240000e-03,1.7739120000e-03,1.7739120000e-03,-1.8806350743e+01,1.2329686635e+01,-2.4500379327e+00,-2.7510679284e+00,-2.7510679284e+00
2,1,1.0000000000e+00,5.0000000000e-01,1.4060600000e-10,1.4025900000e+12,1.4262800000e+12,2.8288700000e+12,5.9462700000e-04,2.9731350000e-04,2.9731350000e-04,-1.9703992293e+01,1.2451612990e+01,-3.2257553748e+00,-3.5267853705e+00,-3.5267853705e+00
2,1,1.0000000000e+00,1.0000000000e+00,2.7368400000e-11,1.7431000000e+12,1.7457500000e+12,3.4888500000e+12,2.7784700000e-05,1.3892350000e-05,1.3892350000e-05,-2.1125501183e+01,1.2542682298e+01,-4.5561942881e+00,-4.8572242837e+00,-4.8572242837e+00
2,2,3.1250000000e-02,3.9062500000e-03,3.2439100000e-09,9.7583452560e+09,2.3317900000e+11,2.4293734526e+11,2.7180587000e-02,1.3590293500e-02,6.7951467500e-03,-1.6977862407e+01,1.1385494281e+01,-1.5657411684e+00,-1.8667711640e+00,-2.1678011597e+00
2,2,3.1250000000e-02,7.8125000000e-03,3.2040200000e-09,1.9311296155e+10,3.0089300000e+11,3.2020429616e+11,3.4949799000e-02,1.7474899500e-02,8.7374497500e-03,-1.6988609563e+01,1.1505427155e+01,-1.4565553176e+00,-1.7575853132e+00,-2.0586153089e+00
2,2,3.1250000000e-02,1.5625000000e-02,3.1287500000e-09,3.7920028562e+10,3.6542400000e+11,4.0334402856e+11,4.1980246000e-02,2.0990123000e-02,1.0495061500e-02,-1.7009258275e+01,1.1605675632e+01,-1.3769550208e+00,-1.6779850165e+00,-1.9790150122e+00
2,2,3.1250000000e-02,3.1250000000e-02,2.9895200000e-09,7.3581943251e+10,4.2409800000e+11,4.9767994325e+11,4.7290953000e-02,2.3645476500e-02,1.1822738250e-02,-1.7048797074e+01,1.1696950139e+01,-1.3252219341e+00,-1.6262519297e+00,-1.9272819254e+00
2,2,3.1250000000e-02,6.2500000000e-02,2.7640800000e-09,1.3995700000e+11,4.9909100000e+11,6.3904800000e+11,5.1911057000e-02,2.5955528500e-02,1.2977764250e-02,-1.7116898783e+01,1.1805533480e+01,-1.2847401280e+00,-1.5857701237e+00,-1.8868001194e+00
2,2,3.1250000000e-02,1.2500000000e-01,2.4114800000e-09,2.5774300000e+11,5.9505900000e+11,8.5280200000e+11,5.2727976000e-02,2.6363988000e-02,1.3181994000e-02,-1.7235432671e+01,1.1930848210e+01,-1.2779588990e+00,-1.5789888947e+00,-1.8800188904e+00
2,2,3.1250000000e-02,2.5000000000e-01,1.9198300000e-09,4.5285900000e+11,7.2964600000e+11,1.1825050000e+12,4.6339900000e-02,2.3169950000e-02,1.1584975000e-02,-1.7433474452e+01,1.2072802986e+01,-1.3340449077e+00,-1.6350749034e+00,-1.9361048991e+00
2,2,3.1250000000e-02,5.0000000000e-01,1.3597700000e-09,7.4291300000e+11,9.2880100000e+11,1.6717140000e+12,3.2863688000e-02,1.6431844000e-02,8.2159220000e-03,-1.7733069089e+01,1.2223161980e+01,-1.4832837012e+00,-1.7843136968e+00,-2.0853436925e+00
2,2,3.1250000000e-02,1.0000000000e+00,8.9066200000e-10,1.1103400000e+12,1.2143000000e+12,2.3246400000e+12,1.9606823000e-02,9.8034115000e-03,4.9017057500e-03,-1.8100574153e+01,1.2366355706e+01,-1.7075927717e+00,-2.0086227674e+00,-2.3096527631e+00
2,2,6.2500000000e-02,3.9062500000e-03,3.0619000000e-09,1.0319453535e+10,2.3710100000e+11,2.4742045354e+11,2.4662790000e-02,1.2331395000e-02,6.1656975000e-03,-1.7028017994e+01,1.1393435599e+01,-1.6079577950e+00,-1.9089877907e+00,-2.2100177863e+00
2,2,6.2500000000e-02,7.8125000000e-03,3.0223000000e-09,2.0409756843e+10,3.0585500000e+11,3.2626475684e+11,3.1686223000e-02,1.5843111500e-02,7.9215557500e-03,-1.7039324858e+01,1.1513570164e+01,-1.4991295257e+00,-1.8001595213e+00,-2.1011895170e+00
2,2,6.2500000000e-02,1.5625000000e-02,2.9480100000e-09,4.0054456719e+10,3.7071900000e+11,4.1077345672e+11,3.7956390000e-02,1.8978195000e-02,9.4890975000e-03,-1.7060942095e+01,1.1613602373e+01,-1.4207150997e+00,-1.7217450953e+00,-2.0227750910e+00
2,2,6.2500000000e-02,3.1250000000e-02,2.8117700000e-09,7.7613694192e+10,4.3106300000e+11,5.0867669419e+11,4.2758990000e-02,2.1379495000e-02,1.0689747500e-02,-1.7102040414e+01,1.1706441840e+01,-1.3689725617e+00,-1.6700025574e+00,-1.9710325530e+00
2,2,6.2500000000e-02,6.2500000000e-02,2.5901300000e-09,1.4729300000e+11,5.0718500000e+11,6.5447800000e+11,4.6683593000e-02,2.3341796500e-02,1.1670898250e-02,-1.7173356876e+01,1.1815895053e+01,-1.3308357259e+00,-1.6318657216e+00,-1.9328957172e+00
2,2,6.2500000000e-02,1.2500000000e-01,2.2458000000e-09,2.7051200000e+11,6.0614800000e+11,8.7666000000e+11,4.7010908000e-02,2.3505454000e-02,1.1752727000e-02,-1.7297257845e+01,1.1942831191e+01,-1.3278013605e+00,-1.6288313561e+00,-1.9298613518e+00
2,2,6.2500000000e-02,2.5000000000e-01,1.7613700000e-09,4.7329700000e+11,7.4318500000e+11,1.2164820000e+12,4.0126600000e-02,2.0063300000e-02,1.0031650000e-02,-1.7508298810e+01,1.2085105687e+01,-1.3965676373e+00,-1.6975976329e+00,-1.9986276286e+00
2,2,6.2500000000e-02,5.0000000000e-01,1.2088300000e-09,7.7148800000e+11,9.4604500000e+11,1.7175330000e+12,2.6684635000e-02,1.3342317500e-02,6.6711587500e-03,-1.7835269541e+01,1.2234905090e+01,-1.5737387332e+00,-1.8747687289e+00,-2.1757987246e+00
2,2,6.2500000000e-02,1.0000000000e+00,7.4633300000e-10,1.1458400000e+12,1.2360400000e+12,2.3818800000e+12,1.4106237000e-02,7.0531185000e-03,3.5265592500e-03,-1.8254134710e+01,1.2376919878e+01,-1.8505888238e+00,-2.1516188195e+00,-2.4526488151e+00
2,2,1.2500000000e-01,3.9062500000e-03,2.7519000000e-09,1.1451074344e+10,2.4460400000e+11,2.5605507434e+11,2.0616938000e-02,1.0308469000e-02,5.1542345000e-03,-1.7120734704e+01,1.1408333387e+01,-1.6857758351e+00,-1.9868058308e+00,-2.2878358264e+00
2,2,1.2500000000e-01,7.8125000000e-03,2.7132700000e-09,2.2623866811e+10,3.1447600000e+11,3.3709986681e+11,2.6385849000e-02,1.3192924500e-02,6.5964622500e-03,-1.7133013974e+01,1.1527758581e+01,-1.5786289273e+00,-1.8796589229e+00,-2.1806889186e+00
2,2,1.2500000000e-01,1.5625000000e-02,2.6409400000e-09,4.4280780111e+10,3.8042100000e+11,4.2470178011e+11,3.1494025000e-02,1.5747012500e-02,7.8735062500e-03,-1.7156482931e+01,1.1628084081e+01,-1.5017718321e+00,-1.8028018278e+00,-2.1038318234e+00
2,2,1.2500000000e-01,3.1250000000e-02,2.5107500000e-09,8.5588577917e+10,4.4370900000e+11,5.2929757792e+11,3.5475938000e-02,1.7737969000e-02,8.8689845000e-03,-1.7200393057e+01,1.1723699907e+01,-1.4500661128e+00,-1.7510961084e+00,-2.0521261041e+00
2,2,1.2500000000e-01,6.2500000000e-02,2.2958800000e-09,1.6177900000e+11,5.2208500000e+11,6.8386400000e+11,3.8326116000e-02,1.9163058000e-02,9.5815290000e-03,-1.7278101630e+01,1.1834969742e+01,-1.4165051903e+00,-1.7175351859e+00,-2.0185651816e+00
2,2,1.2500000000e-01,1.2500000000e-01,1.9615500000e-09,2.9520400000e+11,6.2391500000e+11,9.1911900000e+11,3.7600914000e-02,1.8800457000e-02,9.4002285000e-03,-1.7414801234e+01,1.1963371744e+01,-1.4248015981e+00,-1.7258315938e+00,-2.0268615895e+00
2,2,1.2500000000e-01,2.5000000000e-01,1.4939100000e-09,5.1116300000e+11,7.6547100000e+11,1.2766340000e+12,3.0292837000e-02,1.5146418500e-02,7.5732092500e-03,-1.7651351131e+01,1.2106066407e+01,-1.5186600520e+00,-1.8196900477e+00,-2.1207200433e+00
2,2,1.2500000000e-01,5.0000000000e-01,9.7295300000e-10,8.2323000000e+11,9.7740300000e+11,1.8006330000e+12,1.8123188000e-02,9.0615940000e-03,4.5307970000e-03,-1.8023816277e+01,1.2255425205e+01,-1.7417654044e+00,-2.0427954001e+00,-2.3438253957e+00
2,2,1.2500000000e-01,1.0000000000e+00,5.4165700000e-10,1.2056100000e+12,1.2749600000e+12,2.4805700000e+12,7.7379660000e-03,3.8689830000e-03,1.9344915000e-03,-1.8532551280e+01,1.2394551487e+01,-2.1113731829e+00,-2.4124031785e+00,-2.7134331742e+00
2,2,2.5000000000e-01,3.9062500000e-03,2.2873200000e-09,1.3692403521e+10,2.6057600000e+11,2.7426840352e+11,1.5256536000e-02,7.6282680000e-03,3.8141340000e-03,-1.7281346145e+01,1.1438175779e+01,-1.8165440619e+00,-2.1175740575e+00,-2.4186040532e+00
2,2,2.5000000000e-01,7.8125000000e-03,2.2501600000e-09,2.7005143239e+10,3.3074500000e+11,3.5775014324e+11,1.9258988000e-02,9.6294940000e-03,4.8147470000e-03,-1.7295573200e+01,1.1553579816e+01,-1.7153665374e+00,-2.0163965331e+00,-2.3174265288e+00
2,2,2.5000000000e-01,1.5625000000e-02,2.1808600000e-09,5.2685123013e+10,3.9689100000e+11,4.4957612301e+11,2.2734418000e-02,1.1367209000e-02,5.6836045000e-03,-1.7322744426e+01,1.1652803238e+01,-1.6433161592e+00,-1.9443461549e+00,-2.2453761506e+00
2,2,2.5000000000e-01,3.1250000000e-02,2.0579000000e-09,1.0123800000e+11,4.6362300000e+11,5.6486100000e+11,2.5433953000e-02,1.2716976500e-02,6.3584882500e-03,-1.7373151466e+01,1.1751941591e+01,-1.5945861356e+00,-1.8956161313e+00,-2.1966461269e+00
2,2,2.5000000000e-01,6.2500000000e-02,1.8547300000e-09,1.8969300000e+11,5.4573800000e+11,7.3543100000e+11,2.6898594000e-02,1.3449297000e-02,6.7246485000e-03,-1.7463438607e+01,1.1866541932e+01,-1.5702704201e+00,-1.8713004158e+00,-2.1723304115e+00
2,2,2.5000000000e-01,1.2500000000e-01,1.5405100000e-09,3.4119700000e+11,6.5268900000e+11,9.9388600000e+11,2.5077896000e-02,1.2538948000e-02,6.2694740000e-03,-1.7624670956e+01,1.1997336573e+01,-1.6007089030e+00,-1.9017388987e+00,-2.2027688943e+00
2,2,2.5000000000e-01,2.5000000000e-01,1.1177200000e-09,5.7984800000e+11,8.0674200000e+11,1.3865900000e+12,1.8417867000e-02,9.2089335000e-03,4.6044667500e-03,-1.7903333956e+01,1.2141948064e+01,-1.7347606675e+00,-2.0357906632e+00,-2.3368206588e+00
2,2,2.5000000000e-01,5.0000000000e-01,6.6310400000e-10,9.1189800000e+11,1.0337800000e+12,1.9456780000e+12,9.0961820000e-03,4.5480910000e-03,2.2740455000e-03,-1.8356836705e+01,1.2289070968e+01,-2.0411408587e+00,-2.3421708544e+00,-2.6432008500e+00
2,2,2.5000000000e-01,1.0000000000e+00,3.0857300000e-10,1.2983100000e+12,1.3417000000e+12,2.6400100000e+12,2.6726770000e-03,1.3363385000e-03,6.6816925000e-04,-1.9021284154e+01,1.2421605572e+01,-2.5730535237e+00,-2.8740835194e+00,-3.1751135150e+00
2,2,5.0000000000e-01,3.9062500000e-03,1.7069400000e-09,1.8150152741e+10,2.8566800000e+11,3.0381815274e+11,9.4118460000e-03,4.7059230000e-03,2.3529615000e-03,-1.7535563489e+01,1.1482613719e+01,-2.0263251875e+00,-2.3273551832e+00,-2.6283851788e+00
2,2,5.0000000000e-01,7.8125000000e-03,1.6718000000e-09,3.5637036961e+10,3.5619000000e+11,3.9182703696e+11,1.1643586000e-02,5.8217930000e-03,2.9108965000e-03,-1.7553631358e+01,1.1593094400e+01,-1.9339132448e+00,-2.2349432404e+00,-2.5359732361e+00
2,2,5.0000000000e-01,1.5625000000e-02,1.6069600000e-09,6.9096344724e+10,4.2374300000e+11,4.9283934472e+11,1.3531404000e-02,6.7657020000e-03,3.3828510000e-03,-1.7587989867e+01,1.1692705371e+01,-1.8686571393e+00,-2.1696871349e+00,-2.4707171306e+00
2,2,5.0000000000e-01,3.1250000000e-02,1.4927900000e-09,1.3138200000e+11,4.9371000000e+11,6.2509200000e+11,1.4810447000e-02,7.4052235000e-03,3.7026117500e-03,-1.7652002566e+01,1.1795943941e+01,-1.8294318337e+00,-2.1304618293e+00,-2.4314918250e+00
2,2,5.0000000000e-01,6.2500000000e-02,1.3087900000e-09,2.4179400000e+11,5.8289100000e+11,8.2468500000e+11,1.5019381000e-02,7.5096905000e-03,3.7548452500e-03,-1.7766260064e+01,1.1916288095e+01,-1.8233479657e+00,-2.1243779614e+00,-2.4254079571e+00
2,2,5.0000000000e-01,1.2500000000e-01,1.0365700000e-09,4.2425100000e+11,7.0439400000e+11,1.1286450000e+12,1.2893720000e-02,6.4468600000e-03,3.2234300000e-03,-1.7968802729e+01,1.2052557362e+01,-1.8896217652e+00,-2.1906517608e+00,-2.4916817565e+00
2,2,5.0000000000e-01,2.5000000000e-01,6.8871200000e-10,6.9733000000e+11,8.7897600000e+11,1.5763060000e+12,7.9495240000e-03,3.9747620000e-03,1.9873810000e-03,-1.8323924700e+01,1.2197640529e+01,-2.0996588752e+00,-2.4006888708e+00,-2.7017188665e+00
2,2,5.0000000000e-01,5.0000000000e-01,3.4560700000e-10,1.0514300000e+12,1.1304500000e+12,2.1818800000e+12,2.7709140000e-03,1.3854570000e-03,6.9272850000e-04,-1.8922834940e+01,1.2338830861e+01,-2.5573769531e+00,-2.8584069487e+00,-3.1594369444e+00
2,2,5.0000000000e-01,1.0000000000e+00,1.1803900000e-10,1.4298800000e+12,1.4488800000e+12,2.8787600000e+12,4.2646500000e-04,2.1323250000e-04,1.0661625000e-04,-1.9855948957e+01,1.2459205460e+01,-3.3701166056e+00,-3.6711466013e+00,-3.9721765969e+00
2,2,1.0000000000e+00,3.9062500000e-03,1.1269600000e-09,2.6908527137e+10,3.2384400000e+11,3.5075252714e+11,4.7363150000e-03,2.3681575000e-03,1.1840787500e-03,-1.7896182997e+01,1.1545000809e+01,-2.3245594215e+00,-2.6255894172e+00,-2.9266194129e+00
2,2,1.0000000000e+00,7.8125000000e-03,1.0940000000e-09,5.2466509412e+10,3.9342400000e+11,4.4589050941e+11,5.6739620000e-03,2.8369810000e-03,1.4184905000e-03,-1.7921965356e+01,1.1649228229e+01,-2.2461135771e+00,-2.5471435728e+00,-2.8481735684e+00
2,2,1.0000000000e+00,1.5625000000e-02,1.0338200000e-09,1.0065600000e+11,4.6156600000e+11,5.6222200000e+11,6.3888060000e-03,3.1944030000e-03,1.5972015000e-03,-1.7971110141e+01,1.1749907836e+01,-2.1945802993e+00,-2.4956102949e+00,-2.7966402906e+00
2,2,1.0000000000e+00,3.1250000000e-02,9.3393000000e-10,1.8747100000e+11,5.4004700000e+11,7.2751800000e+11,6.7468020000e-03,3.3734010000e-03,1.6867005000e-03,-1.8059371348e+01,1.1861843743e+01,-2.1709020350e+00,-2.4719320307e+00,-2.7729620263e+00
2,2,1.0000000000e+00,6.2500000000e-02,7.7978400000e-10,3.3519200000e+11,6.4581400000e+11,9.8100600000e+11,6.3423030000e-03,3.1711515000e-03,1.5855757500e-03,-1.8216051360e+01,1.1991671664e+01,-2.1977530136e+00,-2.4987830093e+00,-2.7998130050e+00
2,2,1.0000000000e+00,1.2500000000e-01,5.6579300000e-10,5.6482600000e+11,7.9178400000e+11,1.3566100000e+12,4.6173870000e-03,2.3086935000e-03,1.1543467500e-03,-1.8494684860e+01,1.2132455014e+01,-2.3356037241e+00,-2.6366337198e+00,-2.9376637155e+00
2,2,1.0000000000e+00,2.5000000000e-01,3.1926500000e-10,8.8047100000e+11,1.0001600000e+12,1.8806310000e+12,2.0381250000e-03,1.0190625000e-03,5.0953125000e-04,-1.8991697378e+01,1.2274303591e+01,-2.6907691838e+00,-2.9917991795e+00,-3.2928291752e+00
2,2,1.0000000000e+00,5.0000000000e-01,1.1944300000e-10,1.2481500000e+12,1.2850000000e+12,2.5331500000e+12,3.8424600000e-04,1.9212300000e-04,9.6061500000e-05,-1.9845678594e+01,1.2403660907e+01,-3.4153906448e+00,-3.7164206405e+00,-4.0174506361e+00
2,2,1.0000000000e+00,1.0000000000e+00,2.4291500000e-11,1.5946600000e+12,1.5997600000e+12,3.1944200000e+12,2.0041400000e-05,1.0020700000e-05,5.0103500000e-06,-2.1229091333e+01,1.2504392016e+01,-4.6980719439e+00,-4.9991019396e+00,-5.3001319353e+00
2,3,3.1250000000e-02,3.9062500000e-03,3.1619700000e-09,6.7357619470e+09,2.0120600000e+11,2.0794176195e+11,2.2104686000e-02,1.1052343000e-02,3.6841143333e-03,-1.7000084510e+01,1.1317941720e+01,-1.6555156499e+00,-1.9565456456e+00,-2.4336669003e+00
2,3,3.1250000000e-02,7.8125000000e-03,3.1320300000e-09,1.3372778637e+10,2.6728500000e+11,2.8065777864e+11,2.9272235000e-02,1.4636117500e-02,4.8787058333e-03,-1.7008348173e+01,1.1448177084e+01,-1.5335441170e+00,-1.8345741126e+00,-2.3116953673e+00
2,3,3.1250000000e-02,1.5625000000e-02,3.0734400000e-09,2.6406415487e+10,3.2889400000e+11,3.5530041549e+11,3.5683902000e-02,1.7841951000e-02,5.9473170000e-03,-1.7024750522e+01,1.1550595715e+01,-1.4475276620e+00,-1.7485576577e+00,-2.2256789124e+00
2,3,3.1250000000e-02,3.1250000000e-02,2.9607800000e-09,5.1711964364e+10,3.8172800000e+11,4.3343996436e+11,4.0398775000e-02,2.0199387500e-02,6.7331291667e-03,-1.7057187723e+01,1.1636928952e+01,-1.3936318037e+00,-1.6946617993e+00,-2.1717830541e+00
2,3,3.1250000000e-02,6.2500000000e-02,2.7772700000e-09,9.9822469614e+10,4.4907000000e+11,5.4889246961e+11,4.5014129000e-02,2.2507064500e-02,7.5023548333e-03,-1.7112763794e+01,1.1739487273e+01,-1.3466511488e+00,-1.6476811445e+00,-2.1248023992e+00
